productId,category,price,avgRating
P00816,Speakers,18.23,3.9
P00817,Monitors,127.63,2.7
P00818,Headphones,45.97,4.4
P00819,Monitors,27.01,3.3
P00820,Mice,26.43,3.9
P00821,Cameras,250.48,4.4
P00822,Mice,40.02,4.4
P00823,Chargers,44.47,3.7
P00824,Mice,276.51,2.9
P00825,Keyboards,30.18,4.6
P00826,Chargers,33.29,3.4
P00827,Chargers,122.74,4.1
P00828,Mice,82.65,3.9
P00829,Tablets,18.8,4.5
P00830,Headphones,22.33,5.0
P00831,Mice,30.52,4.7
P00832,Keyboards,183.22,2.9
P00833,Monitors,71.09,5.0
P00834,Mice,135.61,4.1
P00835,Smartphones,68.29,4.2
P00836,Smartphones,44.57,4.1
P00837,Monitors,41.0,4.7
P00838,Chargers,131.38,4.4
P00839,Chargers,82.49,5.0
P00840,Laptops,15.24,3.5
P00841,Keyboards,139.54,3.6
P00842,Speakers,74.57,4.4
P00843,Cameras,292.19,4.6
P00844,Keyboards,456.14,4.6
P00845,Chargers,24.46,5.0
P00846,Monitors,21.4,4.1
P00847,Speakers,30.24,2.8
P00848,Tablets,109.82,3.3
P00849,Smartphones,55.61,3.6
P00850,Monitors,62.79,3.5
P00851,Headphones,51.02,4.3
P00852,Smartphones,33.92,4.5
P00853,Monitors,123.72,4.0
P00854,Speakers,104.72,4.1
P00855,Mice,10.74,4.4
P00856,Laptops,72.02,3.9
P00857,Tablets,110.3,4.4
P00858,Keyboards,39.68,4.0
P00859,Keyboards,121.98,4.7
P00860,Tablets,30.42,3.8
P00861,Keyboards,51.47,4.2
P00862,Speakers,203.42,3.2
P00863,Cameras,95.15,3.5
P00864,Mice,35.54,3.6
P00865,Headphones,26.7,3.8
P00866,Keyboards,100.45,4.5
P00867,Headphones,509.43,5.0
P00868,Mice,40.97,3.2
P00869,Monitors,341.86,4.3
P00870,Tablets,53.35,4.0
P00871,Laptops,16.12,3.3
P00872,Headphones,41.13,3.7
P00873,Speakers,51.5,4.6
P00874,Monitors,50.46,4.2
P00875,Tablets,24.68,4.8
P00876,Monitors,323.41,3.6
P00877,Mice,60.77,3.8
P00878,Headphones,35.51,3.8
P00879,Mice,325.8,4.4
P00880,Mice,117.22,5.0
P00881,Chargers,92.37,4.8
P00882,Headphones,17.4,3.9
P00883,Mice,23.83,4.3
P00884,Monitors,95.46,3.7
P00885,Smartphones,144.09,4.4
P00886,Chargers,141.51,4.4
P00887,Cameras,286.6,3.6
P00888,Speakers,20.87,4.5
P00889,Cameras,23.99,4.3
P00890,Headphones,97.57,4.7
P00891,Monitors,82.31,5.0
P00892,Laptops,79.25,4.1
P00893,Monitors,14.2,3.8
P00894,Laptops,150.95,3.5
P00895,Laptops,108.7,2.7
P00896,Headphones,131.11,4.6
P00897,Cameras,79.71,3.9
P00898,Speakers,48.01,3.6
P00899,Speakers,28.8,3.1
P00900,Mice,109.49,5.0
P00901,Cameras,25.65,3.3
P00902,Speakers,91.36,4.4
P00903,Chargers,8.33,3.5
P00904,Chargers,104.46,3.3
P00905,Chargers,64.67,3.3
P00906,Laptops,448.95,3.1
P00907,Monitors,244.38,4.9
P00908,Mice,139.28,4.4
P00909,Tablets,27.16,4.5
P00910,Laptops,36.03,4.6
P00911,Headphones,350.92,3.5
P00912,Laptops,219.28,3.2
P00913,Monitors,58.1,3.8
P00914,Monitors,48.48,3.1
P00915,Keyboards,76.46,4.8
P00916,Headphones,185.95,4.1
P00917,Tablets,6.54,4.3
P00918,Speakers,126.13,3.8
P00919,Headphones,152.56,3.7
P00920,Speakers,170.58,3.7
P00921,Keyboards,26.42,3.6
P00922,Speakers,317.32,3.8
P00923,Keyboards,80.24,4.7
P00924,Monitors,80.59,3.5
P00925,Tablets,143.62,3.5
P00926,Tablets,98.64,2.9
P00927,Chargers,116.8,3.5
P00928,Monitors,163.39,4.6
P00929,Keyboards,43.7,3.4
P00930,Speakers,25.53,4.2
P00931,Mice,14.99,3.9
P00932,Smartphones,125.81,3.5
P00933,Smartphones,165.77,4.0
P00934,Keyboards,39.09,4.3
P00935,Headphones,52.79,5.0
P00936,Headphones,72.18,3.9
P00937,Keyboards,89.05,3.8
P00938,Smartphones,49.83,5.0
P00939,Speakers,29.14,3.5
P00940,Smartphones,61.5,4.2
P00941,Chargers,50.43,3.6
P00942,Headphones,66.04,2.8
P00943,Tablets,102.97,4.6
P00944,Tablets,79.56,3.4
P00945,Keyboards,28.12,4.2
P00946,Tablets,123.99,4.9
P00947,Mice,171.38,4.1
P00948,Chargers,45.18,3.4
P00949,Monitors,551.27,3.9
P00950,Tablets,31.42,3.8
P00951,Headphones,82.18,4.0
P00952,Cameras,38.15,4.2
P00953,Speakers,81.17,3.7
P00954,Laptops,11.53,4.4
P00955,Cameras,61.59,4.0
P00956,Tablets,47.34,3.2
P00957,Chargers,73.52,4.3
P00958,Keyboards,61.4,4.7
P00959,Monitors,96.64,4.6
P00960,Speakers,29.38,4.8
P00961,Speakers,95.67,2.7
P00962,Monitors,8.29,4.4
P00963,Headphones,61.24,4.8
P00964,Keyboards,125.84,4.5
P00965,Smartphones,176.08,5.0
P00966,Tablets,102.34,3.7
P00967,Monitors,113.86,5.0
P00968,Chargers,50.59,4.0
P00969,Laptops,12.57,3.2
P00970,Chargers,36.42,3.7
P00971,Laptops,52.5,4.4
P00972,Monitors,36.31,4.3
P00973,Keyboards,40.25,3.3
P00974,Speakers,49.85,4.2
P00975,Chargers,46.53,3.8
P00976,Tablets,67.82,3.5
P00977,Monitors,12.01,3.9
P00978,Tablets,54.98,3.2
P00979,Smartphones,30.47,3.7
P00980,Monitors,131.99,4.5
P00981,Speakers,111.89,4.5
P00982,Tablets,309.22,4.5
P00983,Smartphones,101.59,4.8
P00984,Headphones,120.66,4.4
P00985,Tablets,266.99,4.9
P00986,Monitors,126.67,3.9
P00987,Speakers,52.23,4.3
P00988,Mice,31.04,4.3
P00989,Smartphones,176.6,5.0
P00990,Tablets,76.83,4.2
P00991,Tablets,20.23,4.0
P00992,Keyboards,106.8,4.8
P00993,Tablets,175.17,3.1
P00994,Keyboards,21.92,3.5
P00995,Laptops,203.72,3.2
P00996,Chargers,37.42,3.3
P00997,Tablets,31.54,3.9
P00998,Tablets,15.74,3.1
P00999,Speakers,53.61,4.8
P01000,Mice,22.05,3.5
P01001,Headphones,248.22,3.8
P01002,Chargers,332.69,4.2
P01003,Chargers,64.22,3.7
P01004,Speakers,39.02,4.3
P01005,Keyboards,77.43,2.4
P01006,Laptops,159.36,5.0
P01007,Tablets,139.64,4.5
P01008,Headphones,95.91,5.0
P01009,Cameras,109.9,4.8
P01010,Speakers,129.73,4.1
P01011,Mice,55.87,3.7
P01012,Keyboards,295.61,4.5
P01013,Smartphones,33.31,4.3
P01014,Smartphones,75.93,5.0
P01015,Headphones,60.51,5.0
P01016,Monitors,111.52,5.0
P01017,Monitors,30.86,3.4
P01018,Monitors,154.99,4.3
P01019,Smartphones,25.0,4.6
P01020,Cameras,30.88,4.6
P01021,Smartphones,100.22,3.6
P01022,Keyboards,35.87,3.5
P01023,Keyboards,121.52,2.6
P01024,Headphones,54.61,4.0
P01025,Smartphones,14.8,4.2
P01026,Keyboards,207.39,3.5
P01027,Tablets,18.94,4.2
P01028,Laptops,125.65,4.1
P01029,Laptops,90.99,4.5
P01030,Tablets,181.6,4.1
P01031,Smartphones,56.51,5.0
P01032,Chargers,29.75,5.0
P01033,Smartphones,20.81,4.0
P01034,Headphones,30.3,4.1
P01035,Keyboards,72.5,3.6
P01036,Mice,29.29,4.6
P01037,Tablets,87.35,5.0
P01038,Smartphones,582.76,5.0
P01039,Mice,45.45,2.5
P01040,Chargers,317.61,4.0
P01041,Speakers,181.58,3.5
P01042,Cameras,72.82,4.0
P01043,Tablets,102.21,3.9
P01044,Monitors,122.1,3.8
P01045,Monitors,87.9,3.9
P01046,Keyboards,51.75,3.5
P01047,Chargers,33.02,4.1
P01048,Tablets,104.74,4.8
P01049,Monitors,33.84,4.5
P01050,Mice,63.26,3.1
P01051,Headphones,73.06,3.8
P01052,Laptops,39.6,4.8
P01053,Monitors,50.33,2.9
P01054,Chargers,26.64,2.9
P01055,Monitors,44.44,3.8
P01056,Laptops,152.34,4.1
P01057,Smartphones,19.64,4.9
P01058,Smartphones,35.48,4.2
P01059,Smartphones,56.2,3.6
P01060,Keyboards,61.34,3.6
P01061,Mice,23.32,4.9
P01062,Mice,33.26,3.8
P01063,Smartphones,85.09,2.9
P01064,Chargers,35.63,2.6
P01065,Monitors,191.49,3.7
P01066,Chargers,94.52,3.2
P01067,Speakers,14.48,3.0
P01068,Laptops,75.73,3.8
P01069,Tablets,35.2,4.2
P01070,Keyboards,192.89,2.5
P01071,Speakers,26.96,3.9
P01072,Tablets,79.04,4.4
P01073,Speakers,23.5,3.3
P01074,Chargers,168.54,3.7
P01075,Mice,48.78,4.0
P01076,Speakers,118.18,4.2
P01077,Tablets,57.79,4.5
P01078,Cameras,109.89,3.8
P01079,Tablets,83.0,3.7
P01080,Tablets,58.01,4.1
P01081,Monitors,28.56,2.1
P01082,Tablets,62.58,4.5
P01083,Headphones,37.7,4.6
P01084,Speakers,30.82,3.0
P01085,Chargers,49.9,5.0
P01086,Chargers,102.54,4.7
P01087,Mice,118.87,4.2
P01088,Speakers,27.07,3.5
P01089,Laptops,169.94,4.0
P01090,Cameras,30.83,4.1
P01091,Headphones,89.75,3.7
P01092,Smartphones,51.68,4.3
P01093,Smartphones,87.58,4.6
P01094,Tablets,21.68,3.3
P01095,Smartphones,55.34,3.7
P01096,Speakers,78.08,3.8
P01097,Chargers,171.55,4.2
P01098,Laptops,132.06,3.9
P01099,Speakers,43.4,4.9
P01100,Laptops,28.17,3.6
P01101,Monitors,70.37,4.4
P01102,Speakers,120.45,3.3
P01103,Mice,25.96,4.7
P01104,Cameras,45.96,4.9
P01105,Cameras,68.48,3.2
P01106,Smartphones,62.65,3.9
P01107,Mice,77.44,4.7
P01108,Keyboards,55.11,3.4
P01109,Speakers,60.29,2.9
P01110,Headphones,67.36,4.5
P01111,Tablets,236.27,4.3
P01112,Cameras,12.71,4.5
P01113,Speakers,81.33,4.8
P01114,Headphones,28.76,4.5
P01115,Laptops,140.31,4.0
P01116,Chargers,26.93,4.0
P01117,Headphones,237.27,3.9
P01118,Smartphones,139.34,4.3
P01119,Chargers,114.93,3.9
P01120,Cameras,155.21,4.0
P01121,Speakers,134.0,4.2
P01122,Speakers,86.77,4.1
P01123,Keyboards,109.44,4.1
P01124,Smartphones,16.63,5.0
P01125,Speakers,95.15,4.6
P01126,Chargers,75.73,4.8
P01127,Cameras,202.8,4.4
P01128,Monitors,129.09,4.8
P01129,Mice,40.45,3.3
P01130,Chargers,366.98,2.7
P01131,Tablets,127.74,4.6
P01132,Speakers,48.31,4.6
P01133,Headphones,21.44,3.5
P01134,Cameras,61.38,3.6
P01135,Headphones,119.52,4.6
P01136,Cameras,49.89,4.5
P01137,Speakers,28.85,3.4
P01138,Headphones,583.51,3.3
P01139,Smartphones,12.81,3.4
P01140,Headphones,89.57,4.2
P01141,Chargers,22.76,4.2
P01142,Laptops,101.93,3.5
P01143,Smartphones,286.11,4.3
P01144,Speakers,32.56,4.7
P01145,Cameras,122.07,5.0
P01146,Monitors,137.38,4.2
P01147,Monitors,82.24,4.2
P01148,Mice,70.98,4.4
P01149,Keyboards,91.05,4.4
P01150,Smartphones,76.84,3.9
P01151,Smartphones,133.27,3.8
P01152,Cameras,48.55,4.1
P01153,Keyboards,42.22,4.0
P01154,Monitors,23.25,4.7
P01155,Speakers,26.95,4.6
P01156,Mice,48.99,3.8
P01157,Smartphones,210.84,4.5
P01158,Headphones,19.58,4.8
P01159,Smartphones,80.67,4.1
P01160,Monitors,35.38,5.0
P01161,Cameras,38.83,4.4
P01162,Tablets,180.06,3.2
P01163,Monitors,42.75,4.4
P01164,Mice,25.96,4.4
P01165,Chargers,97.57,3.9
P01166,Smartphones,85.79,3.6
P01167,Cameras,114.33,4.2
P01168,Tablets,66.67,4.3
P01169,Mice,96.33,4.3
P01170,Laptops,94.5,4.2
P01171,Mice,89.72,4.3
P01172,Headphones,21.81,3.5
P01173,Mice,29.2,4.6
P01174,Speakers,35.21,4.0
P01175,Mice,107.44,5.0
P01176,Keyboards,108.52,5.0
P01177,Smartphones,36.14,4.8
P01178,Chargers,76.52,3.7
P01179,Keyboards,118.82,3.9
P01180,Mice,69.01,4.1
P01181,Tablets,135.02,4.2
P01182,Keyboards,32.57,3.8
P01183,Smartphones,110.45,4.4
P01184,Chargers,42.06,3.5
P01185,Mice,59.72,3.9
P01186,Laptops,96.82,3.1
P01187,Smartphones,273.04,4.5
P01188,Chargers,81.57,3.8
P01189,Keyboards,35.1,4.3
P01190,Monitors,71.26,4.5
P01191,Chargers,108.59,3.7
P01192,Smartphones,59.76,4.2
P01193,Monitors,102.22,3.5
P01194,Headphones,28.68,5.0
P01195,Cameras,144.89,4.6
P01196,Tablets,43.79,4.9
P01197,Headphones,54.75,5.0
P01198,Chargers,52.23,4.4
P01199,Laptops,38.95,4.5
P01200,Mice,181.39,3.9
P01201,Tablets,42.82,4.4
P01202,Keyboards,71.1,4.4
P01203,Mice,61.97,4.3
P01204,Headphones,68.14,3.1
P01205,Headphones,94.74,3.9
P01206,Laptops,161.09,5.0
P01207,Chargers,84.25,3.8
P01208,Mice,48.08,5.0
P01209,Laptops,42.48,3.6
P01210,Mice,207.22,2.5
P01211,Smartphones,3.96,3.8
P01212,Monitors,33.77,3.6
P01213,Laptops,5.4,3.9
P01214,Smartphones,141.07,4.4
P01215,Chargers,116.51,4.9
P01216,Headphones,418.94,5.0
P01217,Speakers,50.87,3.9
P01218,Cameras,14.53,5.0
P01219,Headphones,88.51,5.0
P01220,Headphones,27.14,4.8
P01221,Monitors,28.72,3.7
P01222,Smartphones,28.43,4.3
P01223,Keyboards,81.61,3.0
P01224,Chargers,123.91,3.8
P01225,Mice,34.75,4.3
P01226,Speakers,65.31,4.2
P01227,Cameras,57.03,4.5
P01228,Laptops,104.9,3.9
P01229,Headphones,27.5,3.7
P01230,Smartphones,33.66,4.4
P01231,Cameras,26.21,4.6
P01232,Keyboards,19.57,4.0
P01233,Speakers,126.84,4.6
P01234,Keyboards,250.6,3.5
P01235,Headphones,87.21,3.7
P01236,Chargers,93.91,3.9
P01237,Speakers,31.7,3.8
P01238,Laptops,36.83,4.5
P01239,Chargers,81.76,4.5
P01240,Laptops,397.25,3.3
P01241,Laptops,44.28,4.8
P01242,Mice,42.95,4.1
P01243,Monitors,43.98,3.7
P01244,Tablets,72.01,5.0
P01245,Laptops,85.59,4.7
P01246,Monitors,134.56,4.0
P01247,Tablets,89.43,4.3
P01248,Keyboards,46.7,4.4
P01249,Chargers,75.54,4.4
P01250,Smartphones,54.83,4.3
P01251,Mice,94.3,5.0
P01252,Chargers,74.28,3.7
P01253,Speakers,47.15,3.7
P01254,Cameras,231.43,3.4
P01255,Cameras,47.89,4.1
P01256,Tablets,123.91,3.8
P01257,Chargers,158.29,4.8
P01258,Monitors,59.15,3.9
P01259,Headphones,46.13,3.5
P01260,Smartphones,27.02,4.6
P01261,Speakers,129.81,3.6
P01262,Laptops,209.4,4.7
P01263,Speakers,81.74,3.9
P01264,Smartphones,149.21,3.4
P01265,Keyboards,123.71,3.2
P01266,Laptops,19.0,3.6
P01267,Speakers,47.21,4.4
P01268,Smartphones,49.16,3.5
P01269,Cameras,85.14,4.7
P01270,Mice,46.79,5.0
P01271,Smartphones,89.06,4.2
P01272,Laptops,70.49,3.9
P01273,Smartphones,58.47,3.7
P01274,Tablets,157.45,2.3
P01275,Keyboards,46.69,3.9
P01276,Laptops,47.76,3.8
P01277,Tablets,95.56,4.0
P01278,Monitors,55.39,4.4
P01279,Headphones,21.33,3.7
P01280,Keyboards,65.17,3.3
P01281,Keyboards,46.15,4.0
P01282,Smartphones,53.31,3.8
P01283,Smartphones,70.48,4.5
P01284,Laptops,41.8,4.2
P01285,Mice,20.73,4.1
P01286,Laptops,32.01,4.8
P01287,Speakers,68.59,4.0
P01288,Speakers,113.3,4.1
P01289,Monitors,51.1,4.1
P01290,Mice,34.76,3.8
P01291,Mice,56.65,4.4
P01292,Laptops,61.4,4.7
P01293,Headphones,72.23,4.2
P01294,Chargers,123.43,3.9
P01295,Smartphones,139.89,3.7
P01296,Monitors,43.61,4.8
P01297,Chargers,331.42,3.3
P01298,Chargers,239.75,4.1
P01299,Cameras,301.29,4.4
P01300,Keyboards,24.87,4.3
P01301,Mice,67.11,5.0
P01302,Headphones,165.68,4.5
P01303,Speakers,78.34,4.3
P01304,Speakers,56.24,3.4
P01305,Keyboards,100.7,5.0
P01306,Monitors,74.93,4.7
P01307,Headphones,24.84,5.0
P01308,Headphones,42.48,3.8
P01309,Chargers,89.27,3.9
P01310,Tablets,69.82,3.5
P01311,Cameras,7.35,2.7
P01312,Keyboards,26.75,3.2
P01313,Smartphones,169.52,3.9
P01314,Chargers,38.48,3.9
P01315,Laptops,277.95,4.4
P01316,Chargers,178.67,3.0
P01317,Monitors,92.63,4.7
P01318,Cameras,69.0,5.0
P01319,Monitors,91.1,3.1
P01320,Mice,154.64,4.0
P01321,Monitors,14.92,3.9
P01322,Tablets,28.24,3.2
P01323,Laptops,147.94,3.6
P01324,Tablets,45.76,3.0
P01325,Headphones,110.2,4.1
P01326,Smartphones,80.15,4.2
P01327,Keyboards,20.32,4.6
P01328,Cameras,122.64,3.8
P01329,Smartphones,68.9,4.9
P01330,Laptops,26.65,3.8
P01331,Smartphones,248.22,4.1
P01332,Cameras,97.05,3.9
P01333,Laptops,271.34,3.1
P01334,Chargers,26.16,4.0
P01335,Keyboards,102.78,5.0
P01336,Tablets,12.42,3.2
P01337,Headphones,54.03,4.7
P01338,Tablets,164.49,4.9
P01339,Speakers,81.47,3.8
P01340,Mice,36.74,3.7
P01341,Tablets,15.27,5.0
P01342,Headphones,152.07,4.7
P01343,Chargers,49.15,4.4
P01344,Keyboards,82.45,4.0
P01345,Speakers,19.1,3.1
P01346,Laptops,85.34,4.5
P01347,Headphones,57.04,4.1
P01348,Laptops,47.02,3.9
P01349,Tablets,35.69,5.0
P01350,Laptops,101.81,5.0
P01351,Smartphones,149.67,3.3
P01352,Tablets,18.54,4.6
P01353,Smartphones,70.31,5.0
P01354,Cameras,73.55,4.1
P01355,Tablets,134.97,3.6
P01356,Smartphones,202.51,4.1
P01357,Headphones,318.4,4.5
P01358,Chargers,42.81,3.2
P01359,Chargers,425.38,5.0
P01360,Keyboards,10.41,4.5
P01361,Chargers,130.28,3.2
P01362,Tablets,26.44,4.7
P01363,Mice,111.65,4.0
P01364,Laptops,29.48,4.7
P01365,Keyboards,144.18,4.1
P01366,Mice,84.75,5.0
P01367,Keyboards,31.91,4.0
P01368,Tablets,45.12,5.0
P01369,Tablets,170.27,3.9
P01370,Smartphones,98.12,4.1
P01371,Monitors,68.58,4.2
P01372,Mice,34.21,3.2
P01373,Smartphones,55.43,3.3
P01374,Tablets,196.22,3.5
P01375,Monitors,33.48,2.8
P01376,Headphones,954.91,3.6
P01377,Smartphones,132.16,3.5
P01378,Monitors,53.27,4.2
P01379,Monitors,51.37,4.2
P01380,Cameras,32.99,4.8
P01381,Keyboards,40.01,4.7
P01382,Cameras,78.47,4.5
P01383,Tablets,365.05,4.8
P01384,Mice,29.78,4.5
P01385,Chargers,130.93,4.8
P01386,Monitors,111.97,4.2
P01387,Speakers,84.18,3.3
P01388,Mice,99.95,4.1
P01389,Smartphones,18.42,4.4
P01390,Keyboards,281.6,2.8
P01391,Tablets,17.5,4.9
P01392,Headphones,102.11,4.9
P01393,Cameras,39.52,4.4
P01394,Speakers,24.35,3.6
P01395,Keyboards,90.24,4.1
P01396,Cameras,17.95,4.3
P01397,Cameras,34.02,4.7
P01398,Laptops,20.26,5.0
P01399,Cameras,273.66,4.6
P01400,Laptops,34.01,4.4
P01401,Smartphones,215.29,3.3
P01402,Mice,73.32,4.8
P01403,Smartphones,76.21,4.9
P01404,Monitors,18.38,4.9
P01405,Monitors,136.07,4.3
P01406,Chargers,84.35,3.7
P01407,Mice,104.81,3.4
P01408,Cameras,102.85,3.9
P01409,Smartphones,97.8,4.7
P01410,Tablets,23.28,4.2
P01411,Cameras,14.89,4.5
P01412,Speakers,41.73,3.5
P01413,Keyboards,53.31,5.0
P01414,Monitors,154.29,4.4
P01415,Speakers,178.71,3.4
P01416,Speakers,62.58,4.4
P01417,Chargers,131.05,3.3
P01418,Tablets,117.49,4.6
P01419,Headphones,24.17,3.8
P01420,Headphones,471.99,4.1
P01421,Chargers,73.64,4.6
P01422,Headphones,29.09,4.7
P01423,Laptops,349.07,4.0
P01424,Cameras,21.34,3.6
P01425,Laptops,115.34,3.9
P01426,Chargers,83.98,4.9
P01427,Tablets,158.83,4.8
P01428,Monitors,40.34,4.5
P01429,Monitors,236.5,3.0
P01430,Mice,29.95,3.0
P01431,Mice,77.13,4.6
P01432,Cameras,15.54,4.8
P01433,Keyboards,323.54,4.5
P01434,Speakers,30.63,4.3
P01435,Monitors,559.1,3.7
P01436,Chargers,124.45,4.2
P01437,Monitors,116.35,4.7
P01438,Monitors,90.87,3.1
P01439,Smartphones,30.81,5.0
P01440,Cameras,42.57,4.2
P01441,Laptops,41.5,4.3
P01442,Smartphones,67.39,3.9
P01443,Laptops,35.34,4.6
P01444,Laptops,546.93,2.9
P01445,Keyboards,85.32,4.0
P01446,Keyboards,113.44,3.6
P01447,Speakers,37.37,5.0
P01448,Speakers,114.96,4.4
P01449,Monitors,28.98,4.7
P01450,Speakers,28.39,3.9
P01451,Mice,54.52,3.0
P01452,Smartphones,38.78,4.2
P01453,Cameras,90.26,4.5
P01454,Laptops,38.53,4.9
P01455,Monitors,45.73,4.9
P01456,Mice,224.15,4.1
P01457,Smartphones,50.87,3.9
P01458,Monitors,19.77,4.7
P01459,Speakers,30.41,5.0
P01460,Monitors,420.85,5.0
P01461,Monitors,227.63,3.1
P01462,Keyboards,25.73,4.4
P01463,Cameras,52.95,4.3
P01464,Monitors,41.26,4.1
P01465,Monitors,40.46,3.5
P01466,Cameras,178.52,4.0
P01467,Tablets,61.21,4.4
P01468,Tablets,154.77,4.3
P01469,Monitors,81.9,3.9
P01470,Headphones,491.24,4.2
P01471,Chargers,96.36,3.9
P01472,Tablets,43.6,3.1
P01473,Speakers,61.39,3.2
P01474,Laptops,104.54,4.8
P01475,Headphones,217.08,4.1
P01476,Smartphones,105.02,4.3
P01477,Chargers,46.41,4.0
P01478,Mice,100.33,4.2
P01479,Keyboards,25.4,4.3
P01480,Keyboards,38.87,5.0
P01481,Monitors,203.65,4.3
P01482,Keyboards,32.74,4.7
P01483,Monitors,66.3,4.1
P01484,Tablets,94.14,3.7
P01485,Keyboards,61.59,3.8
P01486,Mice,31.39,3.2
P01487,Smartphones,46.64,3.8
P01488,Headphones,26.23,4.2
P01489,Keyboards,176.66,3.8
P01490,Laptops,177.22,3.7
P01491,Cameras,123.39,4.5
P01492,Chargers,116.84,2.9
P01493,Tablets,21.17,3.9
P01494,Speakers,122.27,5.0
P01495,Monitors,96.72,3.8
P01496,Keyboards,138.81,5.0
P01497,Tablets,70.99,3.4
P01498,Chargers,88.81,3.1
P01499,Smartphones,61.34,3.9
P01500,Keyboards,217.46,4.2
P01501,Headphones,178.66,4.1
P01502,Mice,414.48,4.0
P01503,Chargers,51.12,2.8
P01504,Chargers,30.77,4.1
P01505,Smartphones,283.08,4.9
P01506,Smartphones,36.89,4.5
P01507,Keyboards,118.98,3.1
P01508,Headphones,380.95,4.5
P01509,Laptops,58.69,3.4
P01510,Tablets,15.72,4.3
P01511,Smartphones,148.28,5.0
P01512,Mice,59.1,3.4
P01513,Smartphones,65.23,3.1
P01514,Tablets,104.61,4.4
P01515,Monitors,50.76,4.6
P01516,Speakers,316.35,3.8
P01517,Laptops,47.21,4.4
P01518,Headphones,274.21,4.1
P01519,Speakers,50.14,4.3
P01520,Monitors,253.54,3.9
P01521,Mice,50.12,3.9
P01522,Chargers,42.47,3.9
P01523,Headphones,44.5,3.4
P01524,Laptops,70.53,2.4
P01525,Smartphones,32.9,4.0
P01526,Mice,27.62,4.3
P01527,Headphones,99.17,5.0
P01528,Monitors,6.49,4.2
P01529,Laptops,51.15,4.7
P01530,Laptops,25.7,3.3
P01531,Headphones,52.95,4.7
P01532,Laptops,99.12,4.0
P01533,Mice,64.89,4.4
P01534,Laptops,56.62,4.5
P01535,Headphones,55.61,4.0
P01536,Laptops,80.92,4.4
P01537,Headphones,40.61,5.0
P01538,Tablets,5.01,4.5
P01539,Cameras,16.58,4.2
P01540,Cameras,46.73,4.9
P01541,Headphones,44.6,4.7
P01542,Speakers,90.64,3.6
P01543,Keyboards,56.99,5.0
P01544,Headphones,301.46,3.1
P01545,Keyboards,37.94,3.2
P01546,Monitors,39.94,4.3
P01547,Speakers,21.74,4.5
P01548,Tablets,30.24,3.6
P01549,Laptops,82.31,4.5
P01550,Tablets,63.97,3.5
P01551,Speakers,188.51,4.1
P01552,Monitors,112.56,3.7
P01553,Headphones,113.78,5.0
P01554,Chargers,67.47,4.5
P01555,Chargers,36.6,3.4
P01556,Speakers,43.38,4.0
P01557,Keyboards,115.39,4.4
P01558,Keyboards,45.72,4.4
P01559,Chargers,25.36,4.7
P01560,Mice,101.3,4.2
P01561,Speakers,23.11,4.3
P01562,Mice,71.68,4.5
P01563,Keyboards,165.5,3.4
P01564,Headphones,198.43,5.0
P01565,Headphones,24.1,3.4
P01566,Monitors,53.62,2.9
P01567,Mice,25.32,4.1
P01568,Speakers,36.36,4.2
P01569,Cameras,107.53,4.9
P01570,Chargers,20.73,3.9
P01571,Tablets,269.1,5.0
P01572,Cameras,41.15,4.1
P01573,Monitors,36.38,4.3
P01574,Headphones,60.91,3.9
P01575,Tablets,47.92,5.0
P01576,Headphones,71.94,4.6
P01577,Cameras,125.99,4.6
P01578,Headphones,46.14,4.4
P01579,Speakers,166.2,4.2
P01580,Cameras,98.22,4.3
P01581,Tablets,34.19,2.9
P01582,Chargers,87.65,4.3
P01583,Keyboards,97.93,5.0
P01584,Cameras,40.13,4.0
P01585,Headphones,333.76,3.7
P01586,Tablets,34.93,4.2
P01587,Tablets,144.91,5.0
P01588,Keyboards,59.16,4.6
P01589,Mice,35.33,4.8
P01590,Cameras,84.4,4.5
P01591,Headphones,82.39,4.1
P01592,Smartphones,181.91,4.4
P01593,Smartphones,106.52,3.5
P01594,Chargers,104.01,3.7
P01595,Keyboards,68.23,3.8
P01596,Speakers,64.14,4.1
P01597,Mice,35.44,4.1
P01598,Keyboards,79.0,3.6
P01599,Tablets,23.05,4.3
P01600,Tablets,44.21,2.2
P01601,Headphones,71.62,4.5
P01602,Tablets,69.87,4.0
P01603,Headphones,90.72,3.7
P01604,Monitors,85.32,4.9
P01605,Tablets,104.42,3.7
P01606,Speakers,20.39,4.6
P01607,Laptops,19.27,4.2
P01608,Cameras,86.01,4.4
P01609,Keyboards,115.21,3.9
P01610,Chargers,88.53,3.8
P01611,Chargers,16.85,4.2
P01612,Mice,49.52,4.4
P01613,Tablets,36.77,3.4
P01614,Speakers,113.66,4.6
P01615,Cameras,53.28,4.1
P01616,Cameras,18.58,4.2
P01617,Chargers,114.66,3.3
P01618,Chargers,99.61,3.6
P01619,Headphones,303.01,3.7
P01620,Cameras,58.25,4.1
P01621,Chargers,44.81,5.0
P01622,Speakers,71.95,4.5
P01623,Monitors,77.41,3.5
P01624,Keyboards,116.04,3.3
P01625,Tablets,110.79,3.7
P01626,Headphones,60.34,4.2
P01627,Laptops,25.88,4.6
P01628,Chargers,77.9,3.6
P01629,Smartphones,104.37,4.4
P01630,Cameras,35.76,4.9
P01631,Headphones,137.75,3.6
P01632,Monitors,32.68,4.6
